step,time_s,red_score,looming,visible,attack,mode,danger_score,forward_velocity,dragonfly_state
2077,0.20769999999999345,0.0,0.0,False,False,normal,0.0,8.868486460810573,rest
2078,0.20779999999999343,0.0,0.0,False,False,normal,0.0,8.86856618060284,rest
2079,0.20789999999999342,0.0,0.0,False,False,normal,0.0,8.868653907407486,rest
2080,0.2079999999999934,0.0,0.0,False,False,normal,0.0,8.868746816715294,rest
2081,0.2080999999999934,0.0,0.0,False,False,normal,0.0,8.868837345490846,rest
2082,0.2081999999999934,0.0,0.0,False,False,normal,0.0,8.86892058094968,rest
2083,0.20829999999999338,0.0,0.0,False,False,normal,0.0,8.86899464104694,rest
2084,0.20839999999999337,0.0,0.0,False,False,normal,0.0,8.869059669881752,rest
2085,0.20849999999999336,0.0,0.0,False,False,normal,0.0,8.869117024477884,rest
2086,0.20859999999999335,0.0,0.0,False,False,normal,0.0,8.869168616989647,rest
2087,0.20869999999999334,0.0,0.0,False,False,normal,0.0,8.869220046413854,rest
2088,0.20879999999999332,0.0,0.0,False,False,normal,0.0,8.869274930479413,rest
2089,0.2088999999999933,0.0,0.0,False,False,normal,0.0,8.86933043275738,rest
2090,0.2089999999999933,0.0,0.0,False,False,normal,0.0,8.869380985205922,rest
2091,0.2090999999999933,0.0,0.0,False,False,normal,0.0,8.86942304722257,rest
2092,0.20919999999999328,0.0,0.0,False,False,normal,0.0,8.869455121311182,rest
2093,0.20929999999999327,0.0,0.0,False,False,normal,0.0,8.869477968646603,rest
2094,0.20939999999999326,0.0,0.0,False,False,normal,0.0,8.869493591486776,rest
2095,0.20949999999999325,0.0,0.0,False,False,normal,0.0,8.869504553179084,rest
2096,0.20959999999999324,0.0,0.0,False,False,normal,0.0,8.869513425392238,rest
2097,0.20969999999999323,0.0,0.0,False,False,normal,0.0,8.869522072559036,rest
2098,0.20979999999999321,0.0,0.0,False,False,normal,0.0,8.869527102958454,rest
2099,0.2098999999999932,0.0,0.0,False,False,normal,0.0,8.869526787691747,rest
2100,0.2099999999999932,0.0,0.0,False,False,normal,0.0,8.869523942113965,rest
2101,0.21009999999999318,0.0,0.0,False,False,normal,0.0,8.86951962921155,rest
2102,0.21019999999999317,0.0,0.0,False,False,normal,0.0,8.869514428449946,rest
2103,0.21029999999999316,0.0,0.0,False,False,normal,0.0,8.869508593513114,rest
2104,0.21039999999999315,0.0,0.0,False,False,normal,0.0,8.869502535586413,rest
2105,0.21049999999999314,0.0,0.0,False,False,normal,0.0,8.869492289824308,rest
2106,0.21059999999999313,0.0,0.0,False,False,normal,0.0,8.869475933393003,rest
2107,0.21069999999999312,0.0,0.0,False,False,normal,0.0,8.869453279076275,rest
2108,0.2107999999999931,0.0,0.0,False,False,normal,0.0,8.869425615315054,rest
2109,0.2108999999999931,0.0,0.0,False,False,normal,0.0,8.869394600407317,rest
2110,0.21099999999999308,0.0,0.0,False,False,normal,0.0,8.869362032353008,rest
2111,0.21109999999999307,0.0,0.0,False,False,normal,0.0,8.86932950725378,rest
2112,0.21119999999999306,0.0,0.0,False,False,normal,0.0,8.869292858721222,rest
2113,0.21129999999999305,0.0,0.0,False,False,normal,0.0,8.869252946560152,rest
2114,0.21139999999999304,0.0,0.0,False,False,normal,0.0,8.86921131057516,rest
2115,0.21149999999999303,0.0,0.0,False,False,normal,0.0,8.869169510495919,rest
2116,0.21159999999999302,0.0,0.0,False,False,normal,0.0,8.869128864762208,rest
2117,0.211699999999993,0.0,0.0,False,False,normal,0.0,8.869090331615785,rest
2118,0.211799999999993,0.0,0.0,False,False,normal,0.0,8.869054235617144,rest
2119,0.21189999999999298,0.0,0.0,False,False,normal,0.0,8.869016327485625,rest
2120,0.21199999999999297,0.0,0.0,False,False,normal,0.0,8.86897409534194,rest
2121,0.21209999999999296,0.0,0.0,False,False,normal,0.0,8.868926999798749,rest
2122,0.21219999999999295,0.0,0.0,False,False,normal,0.0,8.868875773105788,rest
2123,0.21229999999999294,0.0,0.0,False,False,normal,0.0,8.868821835570738,rest
2124,0.21239999999999293,0.0,0.0,False,False,normal,0.0,8.868765764693677,rest
2125,0.21249999999999292,0.0,0.0,False,False,normal,0.0,8.868711141008362,rest
2126,0.2125999999999929,0.0,0.0,False,False,normal,0.0,8.868656385906572,rest
2127,0.2126999999999929,0.0,0.0,False,False,normal,0.0,8.868600821624623,rest
2128,0.21279999999999288,0.0,0.0,False,False,normal,0.0,8.868544534871276,rest
2129,0.21289999999999287,0.0,0.0,False,False,normal,0.0,8.868488126266174,rest
2130,0.21299999999999286,0.0,0.0,False,False,normal,0.0,8.868432447951722,rest
2131,0.21309999999999285,0.0,0.0,False,False,normal,0.0,8.868378372717405,rest
2132,0.21319999999999284,0.0,0.0,False,False,normal,0.0,8.868326614479738,rest
2133,0.21329999999999283,0.0,0.0,False,False,normal,0.0,8.868273586818487,rest
2134,0.21339999999999282,0.0,0.0,False,False,normal,0.0,8.86821745891852,rest
2135,0.2134999999999928,0.0,0.0,False,False,normal,0.0,8.868156822111649,rest
2136,0.2135999999999928,0.0,0.0,False,False,normal,0.0,8.868091906264672,rest
2137,0.21369999999999278,0.0,0.0,False,False,normal,0.0,8.86802637247452,rest
2138,0.21379999999999277,0.0,0.0,False,False,normal,0.0,8.867963402925644,rest
2139,0.21389999999999276,0.0,0.0,False,False,normal,0.0,8.867905166488168,rest
2140,0.21399999999999275,0.0,0.0,False,False,normal,0.0,8.867848737655056,rest
2141,0.21409999999999274,0.0,0.0,False,False,normal,0.0,8.867792318223904,rest
2142,0.21419999999999273,0.0,0.0,False,False,normal,0.0,8.867735163077686,rest
2143,0.21429999999999272,0.0,0.0,False,False,normal,0.0,8.867677311418346,rest
2144,0.2143999999999927,0.0,0.0,False,False,normal,0.0,8.867619297340026,rest
2145,0.2144999999999927,0.0,0.0,False,False,normal,0.0,8.867561876924292,rest
2146,0.21459999999999269,0.0,0.0,False,False,normal,0.0,8.867504840337633,rest
2147,0.21469999999999267,0.0,0.0,False,False,normal,0.0,8.867448355294314,rest
2148,0.21479999999999266,0.0,0.0,False,False,normal,0.0,8.867388817347635,rest
2149,0.21489999999999265,0.0,0.0,False,False,normal,0.0,8.867327070915168,rest
2150,0.21499999999999264,0.0,0.0,False,False,normal,0.0,8.86726461296362,rest
2151,0.21509999999999263,0.0,0.0,False,False,normal,0.0,8.86720295032913,rest
2152,0.21519999999999262,0.0,0.0,False,False,normal,0.0,8.867143349794034,rest
2153,0.2152999999999926,0.0,0.0,False,False,normal,0.0,8.867086694800161,rest
2154,0.2153999999999926,0.0,0.0,False,False,normal,0.0,8.867033425951915,rest
2155,0.2154999999999926,0.0,0.0,False,False,normal,0.0,8.866983327439046,rest
2156,0.21559999999999258,0.0,0.0,False,False,normal,0.0,8.866931040338846,rest
2157,0.21569999999999256,0.0,0.0,False,False,normal,0.0,8.866873774645436,rest
2158,0.21579999999999255,0.0,0.0,False,False,normal,0.0,8.866810980444574,rest
2159,0.21589999999999254,0.0,0.0,False,False,normal,0.0,8.866743696868511,rest
2160,0.21599999999999253,0.0,0.0,False,False,normal,0.0,8.866676110661315,rest
2161,0.21609999999999252,0.0,0.0,False,False,normal,0.0,8.866611486132992,rest
2162,0.2161999999999925,0.0,0.0,False,False,normal,0.0,8.86655190043001,rest
2163,0.2162999999999925,0.0,0.0,False,False,normal,0.0,8.866498246560141,rest
2164,0.2163999999999925,0.0,0.0,False,False,normal,0.0,8.866446741894498,rest
2165,0.21649999999999248,0.0,0.0,False,False,normal,0.0,8.866393823714445,rest
2166,0.21659999999999247,0.0,0.0,False,False,normal,0.0,8.866337643839021,rest
2167,0.21669999999999245,0.0,0.0,False,False,normal,0.0,8.86627792561178,rest
2168,0.21679999999999244,0.0,0.0,False,False,normal,0.0,8.866215539198826,rest
2169,0.21689999999999243,0.0,0.0,False,False,normal,0.0,8.866152317920799,rest
2170,0.21699999999999242,0.0,0.0,False,False,normal,0.0,8.866090333325658,rest
2171,0.2170999999999924,0.0,0.0,False,False,normal,0.0,8.86603338101801,rest
2172,0.2171999999999924,0.0,0.0,False,False,normal,0.0,8.865979834453942,rest
2173,0.2172999999999924,0.0,0.0,False,False,normal,0.0,8.865928339422627,rest
2174,0.21739999999999238,0.0,0.0,False,False,normal,0.0,8.865877941239265,rest
2175,0.21749999999999237,0.0,0.0,False,False,normal,0.0,8.865826992701189,rest
2176,0.21759999999999236,0.0,0.0,False,False,normal,0.0,8.865774594288101,rest
2177,0.21769999999999234,0.0,0.0,False,False,normal,0.0,8.865720936693112,rest
2178,0.21779999999999233,0.0,0.0,False,False,normal,0.0,8.86566714841703,rest
2179,0.21789999999999232,0.0,0.0,False,False,normal,0.0,8.865614668217589,rest
2180,0.2179999999999923,0.0,0.0,False,False,normal,0.0,8.865564903890949,rest
2181,0.2180999999999923,0.0,0.0,False,False,normal,0.0,8.865515023364033,rest
2182,0.2181999999999923,0.0,0.0,False,False,normal,0.0,8.865463535439332,rest
2183,0.21829999999999228,0.0,0.0,False,False,normal,0.0,8.865412240314672,rest
2184,0.21839999999999227,0.0,0.0,False,False,normal,0.0,8.865362805848605,rest
2185,0.21849999999999226,0.0,0.0,False,False,normal,0.0,8.865316343524267,rest
2186,0.21859999999999224,0.0,0.0,False,False,normal,0.0,8.865272832516744,rest
2187,0.21869999999999223,0.0,0.0,False,False,normal,0.0,8.86523241542834,rest
2188,0.21879999999999222,0.0,0.0,False,False,normal,0.0,8.865195367193525,rest
2189,0.2188999999999922,0.0,0.0,False,False,normal,0.0,8.865161944072792,rest
2190,0.2189999999999922,0.0,0.0,False,False,normal,0.0,8.86513210130881,rest
2191,0.2190999999999922,0.0,0.0,False,False,normal,0.0,8.865102009955567,rest
2192,0.21919999999999218,0.0,0.0,False,False,normal,0.0,8.865069681380868,rest
2193,0.21929999999999217,0.0,0.0,False,False,normal,0.0,8.865034741511447,rest
2194,0.21939999999999216,0.0,0.0,False,False,normal,0.0,8.86499791381176,rest
2195,0.21949999999999215,0.0,0.0,False,False,normal,0.0,8.86496240015735,rest
2196,0.21959999999999213,0.0,0.0,False,False,normal,0.0,8.864930026092871,rest
2197,0.21969999999999212,0.0,0.0,False,False,normal,0.0,8.86490039894837,rest
2198,0.2197999999999921,0.0,0.0,False,False,normal,0.0,8.864872618031933,rest
2199,0.2198999999999921,0.0,0.0,False,False,normal,0.0,8.864845728044985,rest
2200,0.2199999999999921,0.0,0.0,False,False,normal,0.0,8.864818977900681,rest
2201,0.22009999999999208,0.0,0.0,False,False,normal,0.0,8.864788088541948,rest
2202,0.22019999999999207,0.0,0.0,False,False,normal,0.0,8.864751208408748,rest
2203,0.22029999999999206,0.0,0.0,False,False,normal,0.0,8.86470857246958,rest
2204,0.22039999999999205,0.0,0.0,False,False,normal,0.0,8.86466178824964,rest
2205,0.22049999999999204,0.0,0.0,False,False,normal,0.0,8.864613079581375,rest
2206,0.22059999999999202,0.0,0.0,False,False,normal,0.0,8.864566334840273,rest
2207,0.220699999999992,0.0,0.0,False,False,normal,0.0,8.864523670339123,rest
2208,0.220799999999992,0.0,0.0,False,False,normal,0.0,8.864484666330815,rest
2209,0.220899999999992,0.0,0.0,False,False,normal,0.0,8.864447935454855,rest
2210,0.22099999999999198,0.0,0.0,False,False,normal,0.0,8.864412166537921,rest
2211,0.22109999999999197,0.0,0.0,False,False,normal,0.0,8.864372697191243,rest
2212,0.22119999999999196,0.0,0.0,False,False,normal,0.0,8.864327620954505,rest
2213,0.22129999999999195,0.0,0.0,False,False,normal,0.0,8.864277256013168,rest
2214,0.22139999999999194,0.0,0.0,False,False,normal,0.0,8.864223404049701,rest
2215,0.22149999999999193,0.0,0.0,False,False,normal,0.0,8.864168533313727,rest
2216,0.22159999999999191,0.0,0.0,False,False,normal,0.0,8.864115063362611,rest
2217,0.2216999999999919,0.0,0.0,False,False,normal,0.0,8.864066567828532,rest
2218,0.2217999999999919,0.0,0.0,False,False,normal,0.0,8.864024574838583,rest
2219,0.22189999999999188,0.0,0.0,False,False,normal,0.0,8.863987757799627,rest
2220,0.22199999999999187,0.0,0.0,False,False,normal,0.0,8.863950524250995,rest
2221,0.22209999999999186,0.0,0.0,False,False,normal,0.0,8.863909251913336,rest
2222,0.22219999999999185,0.0,0.0,False,False,normal,0.0,8.863862823049642,rest
2223,0.22229999999999184,0.0,0.0,False,False,normal,0.0,8.863811988552792,rest
2224,0.22239999999999183,0.0,0.0,False,False,normal,0.0,8.863758681823377,rest
2225,0.22249999999999182,0.0,0.0,False,False,normal,0.0,8.863705289055172,rest
2226,0.2225999999999918,0.0,0.0,False,False,normal,0.0,8.863654064134789,rest
2227,0.2226999999999918,0.0,0.0,False,False,normal,0.0,8.86360676360842,rest
2228,0.22279999999999178,0.0,0.0,False,False,normal,0.0,8.863565882689274,rest
2229,0.22289999999999177,0.0,0.0,False,False,normal,0.0,8.863528737070727,rest
2230,0.22299999999999176,0.0,0.0,False,False,normal,0.0,8.863491555416623,rest
2231,0.22309999999999175,0.0,0.0,False,False,normal,0.0,8.863451444959892,rest
2232,0.22319999999999174,0.0,0.0,False,False,normal,0.0,8.86340717958561,rest
2233,0.22329999999999173,0.0,0.0,False,False,normal,0.0,8.863359304813734,rest
2234,0.22339999999999172,0.0,0.0,False,False,normal,0.0,8.863309441519858,rest
2235,0.2234999999999917,0.0,0.0,False,False,normal,0.0,8.863259701767245,rest
2236,0.2235999999999917,0.0,0.0,False,False,normal,0.0,8.863212157202588,rest
2237,0.22369999999999168,0.0,0.0,False,False,normal,0.0,8.86316824227544,rest
2238,0.22379999999999167,0.0,0.0,False,False,normal,0.0,8.86312523260184,rest
2239,0.22389999999999166,0.0,0.0,False,False,normal,0.0,8.86308297008461,rest
2240,0.22399999999999165,0.0,0.0,False,False,normal,0.0,8.863041417376445,rest
2241,0.22409999999999164,0.0,0.0,False,False,normal,0.0,8.862999246316384,rest
2242,0.22419999999999163,0.0,0.0,False,False,normal,0.0,8.862955367126613,rest
2243,0.22429999999999162,0.0,0.0,False,False,normal,0.0,8.862909613568155,rest
2244,0.2243999999999916,0.0,0.0,False,False,normal,0.0,8.86286264792877,rest
2245,0.2244999999999916,0.0,0.0,False,False,normal,0.0,8.862815666560763,rest
2246,0.22459999999999158,0.0,0.0,False,False,normal,0.0,8.86277006046939,rest
2247,0.22469999999999157,0.0,0.0,False,False,normal,0.0,8.86272341773137,rest
2248,0.22479999999999156,0.0,0.0,False,False,normal,0.0,8.862674835301188,rest
2249,0.22489999999999155,0.0,0.0,False,False,normal,0.0,8.862624669961935,rest
2250,0.22499999999999154,0.0,0.0,False,False,normal,0.0,8.862575149463648,rest
2251,0.22509999999999153,0.0,0.0,False,False,normal,0.0,8.862528003312173,rest
2252,0.22519999999999152,0.0,0.0,False,False,normal,0.0,8.862482861833534,rest
2253,0.2252999999999915,0.0,0.0,False,False,normal,0.0,8.862438896358572,rest
2254,0.2253999999999915,0.0,0.0,False,False,normal,0.0,8.862395626692528,rest
2255,0.22549999999999149,0.0,0.0,False,False,normal,0.0,8.862353045538601,rest
2256,0.22559999999999147,0.0,0.0,False,False,normal,0.0,8.862307936821335,rest
2257,0.22569999999999146,0.0,0.0,False,False,normal,0.0,8.862259122458754,rest
2258,0.22579999999999145,0.0,0.0,False,False,normal,0.0,8.862207413619284,rest
2259,0.22589999999999144,0.0,0.0,False,False,normal,0.0,8.862154528863423,rest
2260,0.22599999999999143,0.0,0.0,False,False,normal,0.0,8.86210364918548,rest
2261,0.22609999999999142,0.0,0.0,False,False,normal,0.0,8.862057082962208,rest
2262,0.2261999999999914,0.0,0.0,False,False,normal,0.0,8.862015819669864,rest
2263,0.2262999999999914,0.0,0.0,False,False,normal,0.0,8.861978544170848,rest
2264,0.22639999999999139,0.0,0.0,False,False,normal,0.0,8.861940248442794,rest
2265,0.22649999999999137,0.0,0.0,False,False,normal,0.0,8.861898045441219,rest
2266,0.22659999999999136,0.0,0.0,False,False,normal,0.0,8.861851314599903,rest
2267,0.22669999999999135,0.0,0.0,False,False,normal,0.0,8.861801229568442,rest
2268,0.22679999999999134,0.0,0.0,False,False,normal,0.0,8.861750046384262,rest
2269,0.22689999999999133,0.0,0.0,False,False,normal,0.0,8.861700374948697,rest
2270,0.22699999999999132,0.0,0.0,False,False,normal,0.0,8.861655653382211,rest
2271,0.2270999999999913,0.0,0.0,False,False,normal,0.0,8.86161795617738,rest
2272,0.2271999999999913,0.0,0.0,False,False,normal,0.0,8.8615845543845,rest
2273,0.2272999999999913,0.0,0.0,False,False,normal,0.0,8.861551754433366,rest
2274,0.22739999999999128,0.0,0.0,False,False,normal,0.0,8.861517204764931,rest
2275,0.22749999999999126,0.0,0.0,False,False,normal,0.0,8.86148011417,rest
2276,0.22759999999999125,0.0,0.0,False,False,normal,0.0,8.861440989723961,rest
2277,0.22769999999999124,0.0,0.0,False,False,normal,0.0,8.861401192957654,rest
2278,0.22779999999999123,0.0,0.0,False,False,normal,0.0,8.861362455941846,rest
2279,0.22789999999999122,0.0,0.0,False,False,normal,0.0,8.86132645520864,rest
2280,0.2279999999999912,0.0,0.0,False,False,normal,0.0,8.861291122631753,rest
2281,0.2280999999999912,0.0,0.0,False,False,normal,0.0,8.861256582543108,rest
2282,0.2281999999999912,0.0,0.0,False,False,normal,0.0,8.861223258359058,rest
2283,0.22829999999999118,0.0,0.0,False,False,normal,0.0,8.861190394803856,rest
2284,0.22839999999999117,0.0,0.0,False,False,normal,0.0,8.861157727767905,rest
2285,0.22849999999999115,0.0,0.0,False,False,normal,0.0,8.861125558583694,rest
2286,0.22859999999999114,0.0,0.0,False,False,normal,0.0,8.861094583608564,rest
2287,0.22869999999999113,0.0,0.0,False,False,normal,0.0,8.86106567693684,rest
2288,0.22879999999999112,0.0,0.0,False,False,normal,0.0,8.86103634986503,rest
2289,0.2288999999999911,0.0,0.0,False,False,normal,0.0,8.861005568034217,rest
2290,0.2289999999999911,0.0,0.0,False,False,normal,0.0,8.86097359912361,rest
2291,0.2290999999999911,0.0,0.0,False,False,normal,0.0,8.86094156122093,rest
2292,0.22919999999999108,0.0,0.0,False,False,normal,0.0,8.860911906933147,rest
2293,0.22929999999999107,0.0,0.0,False,False,normal,0.0,8.860886350062156,rest
2294,0.22939999999999106,0.0,0.0,False,False,normal,0.0,8.86086452423839,rest
2295,0.22949999999999104,0.0,0.0,False,False,normal,0.0,8.860845813672416,rest
2296,0.22959999999999103,0.0,0.0,False,False,normal,0.0,8.860826572193076,rest
2297,0.22969999999999102,0.0,0.0,False,False,normal,0.0,8.860804899628166,rest
2298,0.229799999999991,0.0,0.0,False,False,normal,0.0,8.86078059845911,rest
2299,0.229899999999991,0.0,0.0,False,False,normal,0.0,8.860754721357813,rest
2300,0.229999999999991,0.0,0.0,False,False,normal,0.0,8.860728801680938,rest
2301,0.23009999999999098,0.0,0.0,False,False,normal,0.0,8.860704369972227,rest
2302,0.23019999999999097,0.0,0.0,False,False,normal,0.0,8.860682667037617,rest
2303,0.23029999999999096,0.0,0.0,False,False,normal,0.0,8.86066568263178,rest
2304,0.23039999999999095,0.0,0.0,False,False,normal,0.0,8.86065113386862,rest
2305,0.23049999999999093,0.0,0.0,False,False,normal,0.0,8.86063608811296,rest
2306,0.23059999999999092,0.0,0.0,False,False,normal,0.0,8.860618942945482,rest
2307,0.2306999999999909,0.0,0.0,False,False,normal,0.0,8.860600644957074,rest
2308,0.2307999999999909,0.0,0.0,False,False,normal,0.0,8.860582553443237,rest
2309,0.2308999999999909,0.0,0.0,False,False,normal,0.0,8.860565927750583,rest
2310,0.23099999999999088,0.0,0.0,False,False,normal,0.0,8.860551677144562,rest
2311,0.23109999999999087,0.0,0.0,False,False,normal,0.0,8.860537266028013,rest
2312,0.23119999999999086,0.0,0.0,False,False,normal,0.0,8.86052125153247,rest
2313,0.23129999999999085,0.0,0.0,False,False,normal,0.0,8.860503328309141,rest
2314,0.23139999999999084,0.0,0.0,False,False,normal,0.0,8.860485207455522,rest
2315,0.23149999999999082,0.0,0.0,False,False,normal,0.0,8.860468400067685,rest
2316,0.2315999999999908,0.0,0.0,False,False,normal,0.0,8.86045280595866,rest
2317,0.2316999999999908,0.0,0.0,False,False,normal,0.0,8.860438476893778,rest
2318,0.2317999999999908,0.0,0.0,False,False,normal,0.0,8.860426723759076,rest
2319,0.23189999999999078,0.0,0.0,False,False,normal,0.0,8.860415370216854,rest
2320,0.23199999999999077,0.0,0.0,False,False,normal,0.0,8.86040321241509,rest
2321,0.23209999999999076,0.0,0.0,False,False,normal,0.0,8.860389987173969,rest
2322,0.23219999999999075,0.0,0.0,False,False,normal,0.0,8.860376130713615,rest
2323,0.23229999999999074,0.0,0.0,False,False,normal,0.0,8.860362498453625,rest
2324,0.23239999999999073,0.0,0.0,False,False,normal,0.0,8.860350109493439,rest
2325,0.23249999999999071,0.0,0.0,False,False,normal,0.0,8.860341282220132,rest
2326,0.2325999999999907,0.0,0.0,False,False,normal,0.0,8.860334457462253,rest
2327,0.2326999999999907,0.0,0.0,False,False,normal,0.0,8.860327182458752,rest
2328,0.23279999999999068,0.0,0.0,False,False,normal,0.0,8.860319064538654,rest
2329,0.23289999999999067,0.0,0.0,False,False,normal,0.0,8.860310631061596,rest
2330,0.23299999999999066,0.0,0.0,False,False,normal,0.0,8.860302515304603,rest
2331,0.23309999999999065,0.0,0.0,False,False,normal,0.0,8.860295292408576,rest
